timestamp,open,high,low,close,volume
2024-01-01 00:00:00,42037.85,42058.31,41763.28,42037.85,4722.62
2024-01-01 01:00:00,42037.85,42078.95,41711.41,41861.12,1540.58
2024-01-01 02:00:00,41861.12,41949.72,41781.43,41822.89,2111.3
2024-01-01 03:00:00,41822.89,41873.1,41524.99,41665.12,2265.6
2024-01-01 04:00:00,41665.12,41798.14,41432.62,41490.28,1936.98
2024-01-01 05:00:00,41490.28,41678.85,41344.04,41552.22,2042.87
2024-01-01 06:00:00,41552.22,41615.06,41411.75,41601.71,1023.04
2024-01-01 07:00:00,41601.71,41741.35,41298.19,41414.81,918.72
2024-01-01 08:00:00,41414.81,41849.24,41254.72,41540.43,775.83
2024-01-01 09:00:00,41540.43,41661.19,41285.96,41360.54,4748.83
2024-01-01 10:00:00,41360.54,41459.12,40996.14,41311.55,3677.16
2024-01-01 11:00:00,41311.55,41431.96,41053.26,41358.78,2891.8
2024-01-01 12:00:00,41358.78,41409.61,41111.28,41310.59,2062.73
2024-01-01 13:00:00,41310.59,41322.5,41038.51,41275.31,4513.47
2024-01-01 14:00:00,41275.31,41283.79,41121.62,41264.22,4517.2
2024-01-01 15:00:00,41264.22,41399.56,41057.78,41251.78,665.05
2024-01-01 16:00:00,41251.78,41258.05,41082.53,41249.59,4927.11
2024-01-01 17:00:00,41249.59,41387.98,41163.19,41384.44,3323.17
2024-01-01 18:00:00,41384.44,41432.57,41262.33,41392.02,3902.09
2024-01-01 19:00:00,41392.02,41779.09,41050.25,41593.23,712.86
2024-01-01 20:00:00,41593.23,41634.27,41239.4,41485.02,1209.72
2024-01-01 21:00:00,41485.02,41565.67,41380.44,41460.63,978.09
2024-01-01 22:00:00,41460.63,41498.93,41063.27,41285.02,4527.85
2024-01-01 23:00:00,41285.02,41452.67,41023.18,41201.13,2279.64
2024-01-02 00:00:00,41201.13,41376.73,41143.74,41204.34,4368.86
2024-01-02 01:00:00,41204.34,41374.2,41066.54,41125.47,3568.3
2024-01-02 02:00:00,41125.47,41168.7,40918.42,41057.52,1341.61
2024-01-02 03:00:00,41057.52,41109.43,40838.91,40936.05,3992.89
2024-01-02 04:00:00,40936.05,41161.69,40841.42,41055.73,2226.93
2024-01-02 05:00:00,41055.73,41150.3,41037.57,41085.09,3064.37
2024-01-02 06:00:00,41085.09,41466.3,41059.78,41200.9,1089.3
2024-01-02 07:00:00,41200.9,41427.65,41133.0,41217.77,4237.72
2024-01-02 08:00:00,41217.77,41405.81,40990.47,41183.34,2737.39
2024-01-02 09:00:00,41183.34,41218.02,40936.51,41105.59,1867.54
2024-01-02 10:00:00,41105.59,41400.77,41022.96,41077.18,2541.31
2024-01-02 11:00:00,41077.18,41203.03,41073.54,41109.19,907.33
2024-01-02 12:00:00,41109.19,41424.84,41087.68,41108.77,1047.96
2024-01-02 13:00:00,41108.77,41222.9,41001.02,41029.51,615.83
2024-01-02 14:00:00,41029.51,41345.26,41000.82,41172.31,3769.88
2024-01-02 15:00:00,41172.31,41283.39,40981.33,41073.97,1840.3
2024-01-02 16:00:00,41073.97,41387.27,40944.49,41252.81,3834.0
2024-01-02 17:00:00,41252.81,41286.13,40991.89,41053.48,3022.24
2024-01-02 18:00:00,41053.48,41355.69,40943.13,41154.59,3359.25
2024-01-02 19:00:00,41154.59,41361.16,41089.66,41180.97,4692.63
2024-01-02 20:00:00,41180.97,41328.22,41009.75,41276.82,2386.29
2024-01-02 21:00:00,41276.82,41499.48,41172.36,41316.08,2472.85
2024-01-02 22:00:00,41316.08,41485.79,41268.24,41471.29,2758.76
2024-01-02 23:00:00,41471.29,42017.32,41395.76,41670.97,1730.7
2024-01-03 00:00:00,41670.97,41820.73,41650.2,41783.09,4719.92
2024-01-03 01:00:00,41783.09,41883.28,41595.45,41676.9,2664.67
2024-01-03 02:00:00,41676.9,42002.91,41639.27,41814.53,833.87
2024-01-03 03:00:00,41814.53,42136.77,41772.97,41923.03,4744.16
2024-01-03 04:00:00,41923.03,41999.11,41785.36,41815.24,689.83
2024-01-03 05:00:00,41815.24,41888.12,41702.49,41846.52,1826.1
2024-01-03 06:00:00,41846.52,42029.17,41806.31,41975.54,2234.89
2024-01-03 07:00:00,41975.54,42242.18,41843.35,42176.34,4123.53
2024-01-03 08:00:00,42176.34,42397.84,42141.84,42259.89,4373.26
2024-01-03 09:00:00,42259.89,42394.33,41873.3,42056.99,1724.58
2024-01-03 10:00:00,42056.99,42291.79,41733.5,41884.98,1134.56
2024-01-03 11:00:00,41884.98,42007.25,41768.44,42004.31,3456.18
2024-01-03 12:00:00,42004.31,42162.88,41787.63,41817.49,683.2
2024-01-03 13:00:00,41817.49,41988.52,41557.44,41612.36,4953.18
2024-01-03 14:00:00,41612.36,41688.11,41372.16,41409.48,854.65
2024-01-03 15:00:00,41409.48,41474.51,41151.96,41208.63,1375.54
2024-01-03 16:00:00,41208.63,41311.27,41015.44,41124.12,4889.36
2024-01-03 17:00:00,41124.12,41246.31,40996.29,41197.68,526.63
2024-01-03 18:00:00,41197.68,41261.02,41034.56,41129.07,3273.44
2024-01-03 19:00:00,41129.07,41164.5,40667.78,40960.75,1145.45
2024-01-03 20:00:00,40960.75,41039.37,40675.66,40809.53,521.7
2024-01-03 21:00:00,40809.53,40869.63,40580.4,40611.63,3478.76
2024-01-03 22:00:00,40611.63,40888.53,40523.23,40787.63,3551.86
2024-01-03 23:00:00,40787.63,40838.94,40601.86,40819.8,4016.5
2024-01-04 00:00:00,40819.8,40924.36,40664.04,40907.11,2092.61
2024-01-04 01:00:00,40907.11,41051.11,40802.32,40978.74,2766.06
2024-01-04 02:00:00,40978.74,41134.57,40602.68,40830.34,2308.59
2024-01-04 03:00:00,40830.34,40929.41,40784.58,40859.07,1239.41
2024-01-04 04:00:00,40859.07,41032.66,40813.5,41003.49,1564.66
2024-01-04 05:00:00,41003.49,41151.93,40773.84,40878.32,518.47
2024-01-04 06:00:00,40878.32,40918.92,40754.67,40878.3,2397.23
2024-01-04 07:00:00,40878.3,41108.97,40818.47,41014.87,1068.66
2024-01-04 08:00:00,41014.87,41252.06,40920.77,41178.84,1454.08
2024-01-04 09:00:00,41178.84,41219.2,41088.34,41212.54,2798.24
2024-01-04 10:00:00,41212.54,41296.34,41021.3,41120.02,1026.36
2024-01-04 11:00:00,41120.02,41277.36,41054.89,41219.61,4451.83
2024-01-04 12:00:00,41219.61,41433.56,40482.47,40601.32,2105.74
2024-01-04 13:00:00,40601.32,40713.04,39840.0,39992.3,3706.96
2024-01-04 14:00:00,39992.3,40100.03,39312.17,39392.41,1078.32
2024-01-04 15:00:00,39392.41,39475.11,38666.69,38801.53,2741.62
2024-01-04 16:00:00,38801.53,38887.68,38155.37,38219.5,3060.14
2024-01-04 17:00:00,38219.5,38491.22,37549.16,37646.21,887.4
2024-01-04 18:00:00,37646.21,37690.52,36984.45,37081.52,2321.6
